,Name,Measure,Toxicity,Reference
627,PHENOL,LD50,Rabbit dermal 850 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2630"
628,PIPERIDINE,LD50,Mouse oral (female) 536 mg/kg,"USEPA; High Production Volume Information System (HPVIS); Piperidine (110-89-4). Available from, as of July 18, 2007: https://iaspub.epa.gov/oppthpv/quicksearch.display?pChem=101794"
629,PIPERIDINE,LD50,Mouse oral (male) 633 mg/kg,"USEPA; High Production Volume Information System (HPVIS); Piperidine (110-89-4). Available from, as of July 18, 2007: https://iaspub.epa.gov/oppthpv/quicksearch.display?pChem=101794"
630,PIPERIDINE,LD50,"Mouse inhalation 1723 ppm, 1 hr","Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 254"
631,PIPERIDINE,LD50,Mouse ip 50 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 254"
632,PIPERIDINE,LD50,Mouse ip 330 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1142"
633,PIPERIDINE,LD50,Mouse sc 30 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1142"
634,PIPERIDINE,LD50,Mouse iv 160 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1142"
635,PIPERIDINE,LD50,Rat inhalation (4 hr) > 2000 ppm,"USEPA; High Production Volume Information System (HPVIS); Piperidine (110-89-4). Available from, as of July 18, 2007: https://iaspub.epa.gov/oppthpv/quicksearch.display?pChem=101794"
636,PIPERIDINE,LD50,Rat oral 400 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 254"
637,PIPERIDINE,LD50,Rat ip <50 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1142"
638,PIPERIDINE,LD50,Rabbit oral 145 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 254"
639,PIPERIDINE,LD50,Rabbit dermal 275-1000 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1142"
640,PIPERIDINE,LD50,Rabbit sc 500 mg/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V15 776 (1981)"
641,PIPERIDINE,LD50,"Guinea pig inhalation 3444 ppm, 1 hr","Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 254"
642,N-PROPANOL,LD50,Rabbit oral 2.8 g/kg,"Gosselin, R.E., R.P. Smith, H.C. Hodge. Clinical Toxicology of Commercial Products. 5th ed. Baltimore: Williams and Wilkins, 1984., p. II-177"
643,N-PROPANOL,LD50,Rat oral 1.87 g/kg,"The Merck Index. 10th ed. Rahway, New Jersey: Merck Co., Inc., 1983., p. 1129"
644,N-PROPANOL,LD50,Rat ip 2164 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2804"
645,N-PROPANOL,LD50,Rat iv 590 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2804"
646,N-PROPANOL,LD50,Mouse oral 6800 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2804"
647,N-PROPANOL,LD50,Mouse ip 3125 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2804"
648,N-PROPANOL,LD50,Mouse sc 4700 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2804"
649,ISOPROPANOL,LD50,Mouse inhalation 53 mg/L 2 hr,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.18 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
650,ISOPROPANOL,LD50,Rat inhalation 51.045 mg/L 8 hr,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.17 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
651,ISOPROPANOL,LD50,Rat inhalation 72.6 mg/L 4 hr,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.17 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
652,ISOPROPANOL,LD50,Dog oral 4797 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
653,ISOPROPANOL,LD50,Dog oral 4830 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.17 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
654,ISOPROPANOL,LD50,Rabbit oral 7990 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.17 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
655,ISOPROPANOL,LD50,Rabbit oral 6410 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
656,ISOPROPANOL,LD50,Rabbit oral 5030 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.17 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
657,ISOPROPANOL,LD50,Mouse oral 3600 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
658,ISOPROPANOL,LD50,Mouse oral 4475 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.16 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
659,ISOPROPANOL,LD50,Rat oral 5500 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.16 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
660,ISOPROPANOL,LD50,Rat oral 4710 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.16 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
661,ISOPROPANOL,LD50,Rat oral 5840 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.16 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
662,ISOPROPANOL,LD50,Rat oral 5280 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.16 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
663,ISOPROPANOL,LD50,Rat oral 5045 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
664,ISOPROPANOL,LD50,Rat ip 2830 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.18 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
665,ISOPROPANOL,LD50,Rat ip 2735 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
666,ISOPROPANOL,LD50,Mouse ip 4477 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
667,ISOPROPANOL,LD50,Rat iv 1088 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.18 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
668,ISOPROPANOL,LD50,Rat iv 1099 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
669,ISOPROPANOL,LD50,Mouse iv 1509 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
670,ISOPROPANOL,LD50,Rabbit dermal 12870 mg/kg,"Organization for Economic Cooperation and Development; Screening Information Data Set for Sodium Isopropanol  (67-63-0) p.18 (January 1998). Available from, as of September 22, 2011: https://www.inchem.org/pages/sids.html"
671,ISOPROPANOL,LD50,"Rabbit skin 12,800 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2149"
672,PROPIONITRILE,LD50,Rat oral 39 mg/kg,"Budavari, S. (ed.). The Merck Index - Encyclopedia of Chemicals, Drugs and Biologicals. Rahway, NJ: Merck and Co., Inc., 1989., p. 1244"
673,PROPIONITRILE,LD50,Mouse ip 28 mg/kg,"Gosselin, R.E., R.P. Smith, H.C. Hodge. Clinical Toxicology of Commercial Products. 5th ed. Baltimore: Williams and Wilkins, 1984., p. II-216"
674,PROPIONITRILE,LD50,Mice inhalation 163 ppm/60 min,PMID:7318385
675,PROPIONITRILE,LD50,Rat inhalation 500 ppm/4 hr,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 356"
676,PROPIONITRILE,LD50,Rabbit dermal 210 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 356"
677,PROPIONITRILE,LD50,Rabbit sc 100 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 356"
678,PROPIONITRILE,LD50,"Mouse oral 35,797 ug/kg","Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2799"
679,PROPIONITRILE,LD50,Rabbit iv 50 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2799"
680,PYRIDINE,LD50,Rat ip 0.8 - 1.6 g/kg,"Clayton, G. D. and F. E. Clayton (eds.). Patty's Industrial Hygiene and Toxicology: Volume 2A, 2B, 2C: Toxicology. 3rd ed. New York: John Wiley Sons, 1981-1982., p. 2723"
681,PYRIDINE,LD50,Mouse ip 0.8 - 1.6 g/kg,"Clayton, G. D. and F. E. Clayton (eds.). Patty's Industrial Hygiene and Toxicology: Volume 2A, 2B, 2C: Toxicology. 3rd ed. New York: John Wiley Sons, 1981-1982., p. 2723"
682,PYRIDINE,LD50,Guinea pig percutaneous 1.0 - 2.0 ml/kg,"Clayton, G. D. and F. E. Clayton (eds.). Patty's Industrial Hygiene and Toxicology: Volume 2A, 2B, 2C: Toxicology. 3rd ed. New York: John Wiley Sons, 1981-1982., p. 2723"
683,PYRIDINE,LD50,Rat oral 1.58 g/kg,"The Merck Index. 10th ed. Rahway, New Jersey: Merck Co., Inc., 1983., p. 1149"
684,PYRIDINE,LD50,Rat acute oral 0.8 - 1.6 g/kg.,"Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983., p. 1037"
685,PYRIDINE,LD50,Mouse acute oral 0.8 - 1.6 g/kg.,"Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983., p. 1037"
686,PYRIDINE,LD50,Mouse oral 1500 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 262-3"
687,PYRIDINE,LD50,Rat oral 1500 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 262-3"
688,PYRIDINE,LD50,Guinea pig oral 4000 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 262-3"
689,PYRIDINE,LD50,Rat ip 866 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 262-3"
690,PYRIDINE,LD50,Mouse ip 950 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 262-3"
691,PYRIDINE,LD50,Mouse subcutaneous injection 1250 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 262-3"
692,PYRIDINE,LD50,Rat inhalation 9000 ppm for 1 hr,"American Conference of Governmental Industrial Hygienists, Inc. Documentation of the Threshold Limit Values and Biological Exposure Indices. 6th ed. Volumes I, II, III. Cincinnati, OH: ACGIH, 1991., p. 1328"
693,PYRIDINE,LD50,Rat inhalation 4000 ppm/4 hr,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2832"
694,PYRIDINE,LD50,Rat sc 866 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2832"
695,PYRIDINE,LD50,Rat iv 360 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2832"
696,PYRIDINE,LD50,Mouse iv 420 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2832"
697,PYRIDINE,LD50,Dog iv 880 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2832"
698,PYRIDINE,LD50,Rabbit skin 1121 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2832"
699,PYRIDINE,LD50,Rat oral 891 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3349"
700,PYRIDINE,LD50,Rat inhalation 9000 ppm for 1 hr,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 3349"
701,PYRROLE,LD50,Mouse sc 61 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2843"
702,PYRROLE,LD50,Mouse ip 98 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2843"
703,PYRROLIDINE,LD50,Rat oral 300 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3122"
704,PYRROLIDINE,LD50,Mouse inhalation 1300 mg/cu m/2 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3122"
705,PYRROLIDINE,LD50,Mouse iv 56 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3122"
706,PYRROLIDINE,LD50,Rat oral 300 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1134"
707,PYRROLIDINE,LD50,Mouse oral 450 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1134"
708,PYRROLIDINE,LD50,Guinea pig oral 250 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1134"
709,PYRROLIDINE,LD50,Rabbit oral 250 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1134"
710,PYRROLIDINE,LD50,Mouse ip 420 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 4:1134"
711,QUINOLINE,LD50,Rat oral 460 mg/kg,"The Merck Index. 10th ed. Rahway, New Jersey: Merck Co., Inc., 1983., p. 1167"
712,QUINOLINE,LD50,Rat oral 331 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2854"
713,QUINOLINE,LD50,Rabbit skin 540 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 2853"
714,SULFOLANE,LD50,Rat oral 1941 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 3040"
715,SULFOLANE,LD50,Rat ip 1600 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 3040"
716,SULFOLANE,LD50,Rat sc 1606 mg/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V21 963"
717,SULFOLANE,LD50,Rat inhalation >12 mg/L/4 hr,"European Chemicals Bureau; IUCLID Dataset, Tetrahydrothiophene 1,1-dioxide (126-33-0) (2000 CD-ROM edition). Available from, as of June 27, 2005: https://esis.jrc.ec.europa.eu/"
718,SULFOLANE,LD50,Rat dermal >2000 mg/kg bw/24 hr occluded,"European Chemicals Bureau; IUCLID Dataset, Tetrahydrothiophene 1,1-dioxide (126-33-0) (2000 CD-ROM edition). Available from, as of June 27, 2005: https://esis.jrc.ec.europa.eu/"
719,SULFOLANE,LD50,Rat iv 1094 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, Tetrahydrothiophene 1,1-dioxide (126-33-0) (2000 CD-ROM edition). Available from, as of June 27, 2005: https://esis.jrc.ec.europa.eu/"
720,SULFOLANE,LD50,Mouse ip 1250 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 3040"
721,SULFOLANE,LD50,Mouse iv 1080 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 3040"
722,SULFOLANE,LD50,Mouse sc 1.360 g/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V21 963"
723,SULFOLANE,LD50,Mouse oral 1500 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, Tetrahydrothiophene 1,1-dioxide (126-33-0) (2000 CD-ROM edition). Available from, as of June 27, 2005: https://esis.jrc.ec.europa.eu/"
724,SULFOLANE,LD50,Rabbit sc 1.900 to 3.500 g/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V21 963"
725,SULFOLANE,LD50,Rabbit dermal 4009 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 3040"
726,SULFOLANE,LD50,Guinea pig oral 1445 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, Tetrahydrothiophene 1,1-dioxide (126-33-0) (2000 CD-ROM edition). Available from, as of June 27, 2005: https://esis.jrc.ec.europa.eu/"
727,SULFOLANE,LD50,Guinea pig ip 1331 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, Tetrahydrothiophene 1,1-dioxide (126-33-0) (2000 CD-ROM edition). Available from, as of June 27, 2005: https://esis.jrc.ec.europa.eu/"
728,"1,1,2,2-TETRACHLOROETHANE",LD50,Rabbit dermal 3990-8140 mg/kg,"OECD; SIDS Initial Assessment Report for SIAM 15. Report on 1,1,2,2-Tetrachloroethane (CAS No: 79-34-5). UNEP Publications (August 9, 2002). Available from, as of January 12, 2015: https://www.inchem.org/pages/sids.html"
729,"1,1,2,2-TETRACHLOROETHANE",LD50,Rat oral 250-800 mg/kg,"OECD; SIDS Initial Assessment Report for SIAM 15. Report on 1,1,2,2-Tetrachloroethane (CAS No: 79-34-5). UNEP Publications (August 9, 2002). Available from, as of January 12, 2015: https://www.inchem.org/pages/sids.html"
